"STATION","NAME","DATE","PRCP","TMAX"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-16","0.00","77"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-17","0.00","85"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-18","0.00","87"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-19","0.00","89"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-20","0.00","93"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-21","0.00","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-22","1.31","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-23","0.00","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-24","0.00","82"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-25","0.00","89"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-26","0.03","90"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-27","0.00","90"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-28","0.00","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-29","0.00","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-30","0.00","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-01","0.00","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-02","0.00","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-03","0.00","77"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-04","0.00","79"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-05","0.00","87"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-06","0.87","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-07","1.05","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-08","0.00","86"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-09","0.00","79"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-10","0.00","82"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-11","0.00","90"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-12","0.00","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-13","0.06","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-14","0.00","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-15","0.14","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-16","0.00","77"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-17","0.25","83"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-18","0.00","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-19","0.00","91"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-20","0.00","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-21","1.03","91"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-22","0.01","90"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-23","1.11","91"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-24","0.94","93"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-25","0.00","89"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-26","0.00","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-27","0.00","89"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-28","0.66","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-29","0.11","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-30","0.00","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-07-31","0.00","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-01","0.00","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-02","0.00","87"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-03","0.00","90"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-04","0.02","91"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-05","0.00","86"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-06","0.00","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-07","0.00","83"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-08","0.00","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-09","0.00","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-10","0.00","89"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-11","0.00","92"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-12","0.96","83"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-13","0.00","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-14","0.00","87"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-15","0.00","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-16","0.02","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-17","0.05","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-18","0.75","85"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-19","0.07","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-20","0.47","80"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-21","0.00","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-22","0.00","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-23","0.00","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-24","0.23","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-25","0.09","85"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-26","0.14","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-27","0.84","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-28","0.00","83"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-29","0.43","86"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-30","0.19","84"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-08-31","0.00","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-01","0.00","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-02","0.00","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-03","0.00","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-04","0.00","80"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-05","0.00","87"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-06","0.00","91"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-07","0.39","89"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-08","0.05","82"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-09","0.00","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-10","0.01","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-11","0.00","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-12","0.00","79"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-13","0.00","85"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-14","0.09","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-15","0.00","78"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-16","0.01","83"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-17","0.04","82"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-18","0.00","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-19","0.00","88"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-20","0.00","83"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-21","0.55","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-22","0.00","81"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-23","0.00","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-24","0.00","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-25","0.01","85"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-26","0.00","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-27","0.00","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-28","0.31","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-29","0.20","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-09-30","0.10","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-01","0.94","64"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-02","0.03","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-03","0.00","67"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-04","0.00","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-05","0.00","80"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-06","0.25","74"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-07","0.00","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-08","0.00","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-09","0.00","63"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-10","0.00","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-11","0.00","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-12","0.14","69"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-13","0.00","57"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-14","0.00","66"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-15","0.00","70"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-16","0.29","72"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-17","0.00","82"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-18","0.00","76"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-19","0.02","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-20","0.00","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-21","0.00","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-22","0.00","60"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-23","0.00","73"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-24","0.00","59"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-25","0.00","54"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-26","1.60","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-27","0.00","51"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-28","0.00","65"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-29","0.00","71"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-30","0.50","56"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-10-31","0.00","61"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-11-01","0.00","75"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-11-02","0.18","65"
